p1,Lp1,race_cat,year_cat
0.48297463877942814,1,All,'13-'14
0.48287359806001817,1,All,'13-'14
0.4827725573406083,1,All,'13-'14
0.48267151662119834,1,All,'13-'14
0.4825704759017885,1,All,'13-'14
0.4824694351823785,1,All,'13-'14
0.48236839446296853,1,All,'13-'14
0.48226735374355867,1,All,'13-'14
0.4821663130241487,1,All,'13-'14
0.48206527230473883,1,All,'13-'14
0.48196423158532886,1,All,'13-'14
0.481863190865919,1,All,'13-'14
0.481762150146509,1,All,'13-'14
0.48166110942709917,1,All,'13-'14
0.4815600687076892,1,All,'13-'14
0.48145902798827933,1,All,'13-'14
0.48135798726886936,1,All,'13-'14
0.4812569465494594,1,All,'13-'14
0.4811559058300495,1,All,'13-'14
0.48105486511063955,1,All,'13-'14
0.4809538243912297,1,All,'13-'14
0.4808527836718197,1,All,'13-'14
0.48075174295240986,1,All,'13-'14
0.4806507022329999,1,All,'13-'14
0.48054966151359,1,All,'13-'14
0.48044862079418005,1,All,'13-'14
0.4803475800747702,1,All,'13-'14
0.4802465393553602,1,All,'13-'14
0.48014549863595024,1,All,'13-'14
0.4800444579165404,1,All,'13-'14
0.4799434171971304,1,All,'13-'14
0.47984237647772054,1,All,'13-'14
0.47974133575831057,1,All,'13-'14
0.4796402950389007,1,All,'13-'14
0.47953925431949074,1,All,'13-'14
0.4794382136000809,1,All,'13-'14
0.4793371728806709,1,All,'13-'14
0.47923613216126104,1,All,'13-'14
0.47913509144185107,1,All,'13-'14
0.4790340507224411,1,All,'13-'14
0.47893301000303123,1,All,'13-'14
0.47883196928362126,1,All,'13-'14
0.4787309285642114,1,All,'13-'14
0.4786298878448014,1,All,'13-'14
0.47852884712539157,1,All,'13-'14
0.4784278064059816,1,All,'13-'14
0.47832676568657173,1,All,'13-'14
0.47822572496716176,1,All,'13-'14
0.4781246842477519,1,All,'13-'14
0.4780236435283419,1,All,'13-'14
0.47792260280893195,1,All,'13-'14
0.4778215620895221,1,All,'13-'14
0.4777205213701121,1,All,'13-'14
0.47761948065070225,1,All,'13-'14
0.4775184399312923,1,All,'13-'14
0.4774173992118824,1,All,'13-'14
0.47731635849247245,1,All,'13-'14
0.4772153177730626,1,All,'13-'14
0.4771142770536526,1,All,'13-'14
0.47701323633424275,1,All,'13-'14
0.4769121956148328,1,All,'13-'14
0.4768111548954228,1,All,'13-'14
0.47671011417601294,1,All,'13-'14
0.47660907345660297,1,All,'13-'14
0.4765080327371931,1,All,'13-'14
0.47640699201778314,1,All,'13-'14
0.4763059512983733,1,All,'13-'14
0.4762049105789633,1,All,'13-'14
0.47610386985955344,1,All,'13-'14
0.47600282914014347,1,All,'13-'14
0.4759017884207336,1,All,'13-'14
0.47580074770132363,1,All,'13-'14
0.47569970698191366,1,All,'13-'14
0.4755986662625038,1,All,'13-'14
0.4754976255430938,1,All,'13-'14
0.47539658482368397,1,All,'13-'14
0.475295544104274,1,All,'13-'14
0.47519450338486413,1,All,'13-'14
0.47509346266545416,1,All,'13-'14
0.4749924219460443,1,All,'13-'14
0.4748913812266343,1,All,'13-'14
0.47479034050722446,1,All,'13-'14
0.4746892997878145,1,All,'13-'14
0.4745882590684045,1,All,'13-'14
0.47448721834899465,1,All,'13-'14
0.4743861776295847,1,All,'13-'14
0.4742851369101748,1,All,'13-'14
0.47418409619076485,1,All,'13-'14
0.474083055471355,1,All,'13-'14
0.473982014751945,1,All,'13-'14
0.47388097403253515,1,All,'13-'14
0.4737799333131252,1,All,'13-'14
0.4736788925937153,1,All,'13-'14
0.47357785187430534,1,All,'13-'14
0.47347681115489537,1,All,'13-'14
0.4733757704354855,1,All,'13-'14
0.47327472971607554,1,All,'13-'14
0.4731736889966657,1,All,'13-'14
0.4730726482772557,1,All,'13-'14
0.47297160755784584,1,All,'13-'14
0.47287056683843587,1,All,'13-'14
0.472769526119026,1,All,'13-'14
0.47266848539961603,1,All,'13-'14
0.4725674446802062,1,All,'13-'14
0.4724664039607962,1,All,'13-'14
0.4723653632413862,1,All,'13-'14
0.47226432252197637,1,All,'13-'14
0.4721632818025664,1,All,'13-'14
0.47206224108315653,1,All,'13-'14
0.47196120036374656,1,All,'13-'14
0.4718601596443367,1,All,'13-'14
0.4717591189249267,1,All,'13-'14
0.47165807820551686,1,All,'13-'14
0.4715570374861069,1,All,'13-'14
0.471455996766697,1,All,'13-'14
0.47135495604728705,1,All,'13-'14
0.4712539153278771,1,All,'13-'14
0.4711528746084672,1,All,'13-'14
0.47105183388905725,1,All,'13-'14
0.4709507931696474,1,All,'13-'14
0.4708497524502374,1,All,'13-'14
0.47074871173082755,1,All,'13-'14
0.4706476710114176,1,All,'13-'14
0.4705466302920077,1,All,'13-'14
0.47044558957259774,1,All,'13-'14
0.4703445488531879,1,All,'13-'14
0.4702435081337779,1,All,'13-'14
0.47014246741436794,1,All,'13-'14
0.4700414266949581,1,All,'13-'14
0.4699403859755481,1,All,'13-'14
0.46983934525613824,1,All,'13-'14
0.46973830453672827,1,All,'13-'14
0.4696372638173184,1,All,'13-'14
0.46953622309790843,1,All,'13-'14
0.46943518237849857,1,All,'13-'14
0.4693341416590886,1,All,'13-'14
0.46923310093967874,1,All,'13-'14
0.46913206022026877,1,All,'13-'14
0.4690310195008588,1,All,'13-'14
0.46892997878144893,1,All,'13-'14
0.46882893806203896,1,All,'13-'14
0.4687278973426291,1,All,'13-'14
0.4686268566232191,1,All,'13-'14
0.46852581590380926,1,All,'13-'14
0.4684247751843993,1,All,'13-'14
0.4683237344649894,1,All,'13-'14
0.46822269374557945,1,All,'13-'14
0.4681216530261696,1,All,'13-'14
0.4680206123067596,1,All,'13-'14
0.46791957158734965,1,All,'13-'14
0.4678185308679398,1,All,'13-'14
0.4677174901485298,1,All,'13-'14
0.46761644942911995,1,All,'13-'14
0.46751540870971,1,All,'13-'14
0.4674143679903001,1,All,'13-'14
0.46731332727089014,1,All,'13-'14
0.4672122865514803,1,All,'13-'14
0.4671112458320703,1,All,'13-'14
0.46701020511266045,1,All,'13-'14
0.4669091643932505,1,All,'13-'14
0.4668081236738405,1,All,'13-'14
0.46670708295443064,1,All,'13-'14
0.46660604223502067,1,All,'13-'14
0.4665050015156108,1,All,'13-'14
0.46640396079620083,1,All,'13-'14
0.46630292007679097,1,All,'13-'14
0.466201879357381,1,All,'13-'14
0.46610083863797114,1,All,'13-'14
0.46599979791856116,1,All,'13-'14
0.4658987571991513,1,All,'13-'14
0.46579771647974133,1,All,'13-'14
0.46569667576033147,1,All,'13-'14
0.4655956350409215,1,All,'13-'14
0.4654945943215115,1,All,'13-'14
0.46539355360210166,1,All,'13-'14
0.4652925128826917,1,All,'13-'14
0.4651914721632818,1,All,'13-'14
0.46509043144387185,1,All,'13-'14
0.464989390724462,1,All,'13-'14
0.464888350005052,1,All,'13-'14
0.46478730928564216,1,All,'13-'14
0.4646862685662322,1,All,'13-'14
0.4645852278468223,1,All,'13-'14
0.46448418712741235,1,All,'13-'14
0.4643831464080024,1,All,'13-'14
0.4642821056885925,1,All,'13-'14
0.46418106496918254,1,All,'13-'14
0.4640800242497727,1,All,'13-'14
0.4639789835303627,1,All,'13-'14
0.46387794281095285,1,All,'13-'14
0.4637769020915429,1,All,'13-'14
0.463675861372133,1,All,'13-'14
0.46357482065272304,1,All,'13-'14
0.4634737799333132,1,All,'13-'14
0.4633727392139032,1,All,'13-'14
0.46327169849449323,1,All,'13-'14
0.46317065777508337,1,All,'13-'14
0.4630696170556734,1,All,'13-'14
0.46296857633626354,1,All,'13-'14
0.46286753561685356,1,All,'13-'14
0.4627664948974437,1,All,'13-'14
0.46266545417803373,1,All,'13-'14
0.46256441345862387,1,All,'13-'14
0.4624633727392139,1,All,'13-'14
0.46236233201980403,1,All,'13-'14
0.46226129130039406,1,All,'13-'14
0.4621602505809841,1,All,'13-'14
0.4620592098615742,1,All,'13-'14
0.46195816914216425,1,All,'13-'14
0.4618571284227544,1,All,'13-'14
0.4617560877033444,1,All,'13-'14
0.46165504698393456,1,All,'13-'14
0.4615540062645246,1,All,'13-'14
0.4614529655451147,1,All,'13-'14
0.46135192482570475,1,All,'13-'14
0.4612508841062949,1,All,'13-'14
0.4611498433868849,1,All,'13-'14
0.46104880266747494,1,All,'13-'14
0.4609477619480651,1,All,'13-'14
0.4608467212286551,1,All,'13-'14
0.46074568050924525,1,All,'13-'14
0.4606446397898353,1,All,'13-'14
0.4605435990704254,1,All,'13-'14
0.46044255835101544,1,All,'13-'14
0.4603415176316056,1,All,'13-'14
0.4602404769121956,1,All,'13-'14
0.46013943619278574,1,All,'13-'14
0.46003839547337577,1,All,'13-'14
0.4599373547539658,1,All,'13-'14
0.45983631403455594,1,All,'13-'14
0.45973527331514596,1,All,'13-'14
0.4596342325957361,1,All,'13-'14
0.45953319187632613,1,All,'13-'14
0.45943215115691627,1,All,'13-'14
0.4593311104375063,1,All,'13-'14
0.45923006971809643,1,All,'13-'14
0.45912902899868646,1,All,'13-'14
0.4590279882792766,1,All,'13-'14
0.4589269475598666,1,All,'13-'14
0.45882590684045665,1,All,'13-'14
0.4587248661210468,1,All,'13-'14
0.4586238254016368,1,All,'13-'14
0.45852278468222696,1,All,'13-'14
0.458421743962817,1,All,'13-'14
0.4583207032434071,1,All,'13-'14
0.45821966252399715,1,All,'13-'14
0.4581186218045873,1,All,'13-'14
0.4580175810851773,1,All,'13-'14
0.45791654036576745,1,All,'13-'14
0.4578154996463575,1,All,'13-'14
0.4577144589269475,1,All,'13-'14
0.45761341820753765,1,All,'13-'14
0.4575123774881277,1,All,'13-'14
0.4574113367687178,1,All,'13-'14
0.45731029604930784,1,All,'13-'14
0.457209255329898,1,All,'13-'14
0.457108214610488,1,All,'13-'14
0.45700717389107814,1,All,'13-'14
0.45690613317166817,1,All,'13-'14
0.4568050924522583,1,All,'13-'14
0.45670405173284834,1,All,'13-'14
0.45660301101343836,1,All,'13-'14
0.4565019702940285,1,All,'13-'14
0.45640092957461853,1,All,'13-'14
0.45629988885520867,1,All,'13-'14
0.4561988481357987,1,All,'13-'14
0.45609780741638883,1,All,'13-'14
0.45599676669697886,1,All,'13-'14
0.455895725977569,1,All,'13-'14
0.455794685258159,1,All,'13-'14
0.45569364453874917,1,All,'13-'14
0.4555926038193392,1,All,'13-'14
0.4554915630999292,1,All,'13-'14
0.45539052238051936,1,All,'13-'14
0.4552894816611094,1,All,'13-'14
0.4551884409416995,1,All,'13-'14
0.45508740022228955,1,All,'13-'14
0.4549863595028797,1,All,'13-'14
0.4548853187834697,1,All,'13-'14
0.45478427806405985,1,All,'13-'14
0.4546832373446499,1,All,'13-'14
0.45458219662524,1,All,'13-'14
0.45448115590583005,1,All,'13-'14
0.4543801151864201,1,All,'13-'14
0.4542790744670102,1,All,'13-'14
0.45417803374760024,1,All,'13-'14
0.4540769930281904,1,All,'13-'14
0.4539759523087804,1,All,'13-'14
0.45387491158937054,1,All,'13-'14
0.45377387086996057,1,All,'13-'14
0.4536728301505507,1,All,'13-'14
0.45357178943114074,1,All,'13-'14
0.4534707487117309,1,All,'13-'14
0.4533697079923209,1,All,'13-'14
0.45326866727291093,1,All,'13-'14
0.45316762655350107,1,All,'13-'14
0.4530665858340911,1,All,'13-'14
0.45296554511468123,1,All,'13-'14
0.45286450439527126,1,All,'13-'14
0.4527634636758614,1,All,'13-'14
0.4526624229564514,1,All,'13-'14
0.45256138223704157,1,All,'13-'14
0.4524603415176316,1,All,'13-'14
0.45235930079822173,1,All,'13-'14
0.45225826007881176,1,All,'13-'14
0.4521572193594018,1,All,'13-'14
0.4520561786399919,1,All,'13-'14
0.45195513792058195,1,All,'13-'14
0.4518540972011721,1,All,'13-'14
0.4517530564817621,1,All,'13-'14
0.45165201576235225,1,All,'13-'14
0.4515509750429423,1,All,'13-'14
0.4514499343235324,1,All,'13-'14
0.45134889360412245,1,All,'13-'14
0.4512478528847126,1,All,'13-'14
0.4511468121653026,1,All,'13-'14
0.45104577144589264,1,All,'13-'14
0.4509447307264828,1,All,'13-'14
0.4508436900070728,1,All,'13-'14
0.45074264928766294,1,All,'13-'14
0.45064160856825297,1,All,'13-'14
0.4505405678488431,1,All,'13-'14
0.45043952712943314,1,All,'13-'14
0.4503384864100233,1,All,'13-'14
0.4502374456906133,1,All,'13-'14
0.45013640497120344,1,All,'13-'14
0.45003536425179347,1,All,'13-'14
0.4499343235323835,1,All,'13-'14
0.44983328281297363,1,All,'13-'14
0.44973224209356366,1,All,'13-'14
0.4496312013741538,1,All,'13-'14
0.4495301606547438,1,All,'13-'14
0.44942911993533396,1,All,'13-'14
0.449328079215924,1,All,'13-'14
0.44922703849651413,1,All,'13-'14
0.44912599777710416,1,All,'13-'14
0.4490249570576943,1,All,'13-'14
0.4489239163382843,1,All,'13-'14
0.44882287561887446,1,All,'13-'14
0.4487218348994645,1,All,'13-'14
0.4486207941800545,1,All,'13-'14
0.44851975346064465,1,All,'13-'14
0.4484187127412347,1,All,'13-'14
0.4483176720218248,1,All,'13-'14
0.44821663130241485,1,All,'13-'14
0.448115590583005,1,All,'13-'14
0.448014549863595,1,All,'13-'14
0.44791350914418515,1,All,'13-'14
0.4478124684247752,1,All,'13-'14
0.4477114277053653,1,All,'13-'14
0.44761038698595534,1,All,'13-'14
0.44750934626654537,1,All,'13-'14
0.4474083055471355,1,All,'13-'14
0.44730726482772554,1,All,'13-'14
0.4472062241083157,1,All,'13-'14
0.4471051833889057,1,All,'13-'14
0.44700414266949584,1,All,'13-'14
0.44690310195008587,1,All,'13-'14
0.446802061230676,1,All,'13-'14
0.44670102051126603,1,All,'13-'14
0.44659997979185617,1,All,'13-'14
0.4464989390724462,1,All,'13-'14
0.4463978983530362,1,All,'13-'14
0.44629685763362636,1,All,'13-'14
0.4461958169142164,1,All,'13-'14
0.44609477619480653,1,All,'13-'14
0.44599373547539656,1,All,'13-'14
0.4458926947559867,1,All,'13-'14
0.4457916540365767,1,All,'13-'14
0.44569061331716686,1,All,'13-'14
0.4455895725977569,1,All,'13-'14
0.445488531878347,1,All,'13-'14
0.44538749115893705,1,All,'13-'14
0.4452864504395271,1,All,'13-'14
0.4451854097201172,1,All,'13-'14
0.44508436900070725,1,All,'13-'14
0.4449833282812974,1,All,'13-'14
0.4448822875618874,1,All,'13-'14
0.44478124684247755,1,All,'13-'14
0.4446802061230676,1,All,'13-'14
0.4445791654036577,1,All,'13-'14
0.44447812468424774,1,All,'13-'14
0.4443770839648379,1,All,'13-'14
0.4442760432454279,1,All,'13-'14
0.44417500252601794,1,All,'13-'14
0.4440739618066081,1,All,'13-'14
0.4439729210871981,1,All,'13-'14
0.44387188036778824,1,All,'13-'14
0.44377083964837827,1,All,'13-'14
0.4436697989289684,1,All,'13-'14
0.44356875820955843,1,All,'13-'14
0.44346771749014857,1,All,'13-'14
0.4433666767707386,1,All,'13-'14
0.44326563605132874,1,All,'13-'14
0.44316459533191876,1,All,'13-'14
0.4430635546125088,1,All,'13-'14
0.44296251389309893,1,All,'13-'14
0.44286147317368896,1,All,'13-'14
0.4427604324542791,1,All,'13-'14
0.4426593917348691,1,All,'13-'14
0.44255835101545926,1,All,'13-'14
0.4424573102960493,1,All,'13-'14
0.4423562695766394,1,All,'13-'14
0.44225522885722945,1,All,'13-'14
0.4421541881378196,1,All,'13-'14
0.4420531474184096,1,All,'13-'14
0.44195210669899965,1,All,'13-'14
0.4418510659795898,1,All,'13-'14
0.4417500252601798,1,All,'13-'14
0.44164898454076995,1,All,'13-'14
0.44154794382136,1,All,'13-'14
0.4414469031019501,1,All,'13-'14
0.44134586238254014,1,All,'13-'14
0.4412448216631303,1,All,'13-'14
0.4411437809437203,1,All,'13-'14
0.44104274022431045,1,All,'13-'14
0.4409416995049005,1,All,'13-'14
0.4408406587854905,1,All,'13-'14
0.44073961806608064,1,All,'13-'14
0.44063857734667067,1,All,'13-'14
0.4405375366272608,1,All,'13-'14
0.44043649590785083,1,All,'13-'14
0.44033545518844097,1,All,'13-'14
0.440234414469031,1,All,'13-'14
0.44013337374962114,1,All,'13-'14
0.44003233303021116,1,All,'13-'14
0.4399312923108013,1,All,'13-'14
0.43983025159139133,1,All,'13-'14
0.43972921087198136,1,All,'13-'14
0.4396281701525715,1,All,'13-'14
0.4395271294331615,1,All,'13-'14
0.43942608871375166,1,All,'13-'14
0.4393250479943417,1,All,'13-'14
0.4392240072749318,1,All,'13-'14
0.43912296655552185,1,All,'13-'14
0.439021925836112,1,All,'13-'14
0.438920885116702,1,All,'13-'14
0.43881984439729216,1,All,'13-'14
0.4387188036778822,1,All,'13-'14
0.4386177629584722,1,All,'13-'14
0.43851672223906235,1,All,'13-'14
0.4384156815196524,1,All,'13-'14
0.4383146408002425,1,All,'13-'14
0.43821360008083254,1,All,'13-'14
0.4381125593614227,1,All,'13-'14
0.4380115186420127,1,All,'13-'14
0.43791047792260285,1,All,'13-'14
0.4378094372031929,1,All,'13-'14
0.437708396483783,1,All,'13-'14
0.43760735576437304,1,All,'13-'14
0.43750631504496307,1,All,'13-'14
0.4374052743255532,1,All,'13-'14
0.43730423360614323,1,All,'13-'14
0.43720319288673337,1,All,'13-'14
0.4371021521673234,1,All,'13-'14
0.43700111144791354,1,All,'13-'14
0.43690007072850356,1,All,'13-'14
0.4367990300090937,1,All,'13-'14
0.43669798928968373,1,All,'13-'14
0.43659694857027387,1,All,'13-'14
0.4364959078508639,1,All,'13-'14
0.4363948671314539,1,All,'13-'14
0.43629382641204406,1,All,'13-'14
0.4361927856926341,1,All,'13-'14
0.4360917449732242,1,All,'13-'14
0.43599070425381425,1,All,'13-'14
0.4358896635344044,1,All,'13-'14
0.4357886228149944,1,All,'13-'14
0.43568758209558456,1,All,'13-'14
0.4355865413761746,1,All,'13-'14
0.4354855006567647,1,All,'13-'14
0.43538445993735475,1,All,'13-'14
0.4352834192179448,1,All,'13-'14
0.4351823784985349,1,All,'13-'14
0.43508133777912494,1,All,'13-'14
0.4349802970597151,1,All,'13-'14
0.4348792563403051,1,All,'13-'14
0.43477821562089525,1,All,'13-'14
0.4346771749014853,1,All,'13-'14
0.4345761341820754,1,All,'13-'14
0.43447509346266544,1,All,'13-'14
0.4343740527432556,1,All,'13-'14
0.4342730120238456,1,All,'13-'14
0.43417197130443563,1,All,'13-'14
0.43407093058502577,1,All,'13-'14
0.4339698898656158,1,All,'13-'14
0.43386884914620594,1,All,'13-'14
0.43376780842679596,1,All,'13-'14
0.4336667677073861,1,All,'13-'14
0.43356572698797613,1,All,'13-'14
0.43346468626856627,1,All,'13-'14
0.4333636455491563,1,All,'13-'14
0.43326260482974643,1,All,'13-'14
0.43316156411033646,1,All,'13-'14
0.4330605233909265,1,All,'13-'14
0.4329594826715166,1,All,'13-'14
0.43285844195210665,1,All,'13-'14
0.4327574012326968,1,All,'13-'14
0.4326563605132868,1,All,'13-'14
0.43255531979387696,1,All,'13-'14
0.432454279074467,1,All,'13-'14
0.4323532383550571,1,All,'13-'14
0.43225219763564715,1,All,'13-'14
0.4321511569162373,1,All,'13-'14
0.4320501161968273,1,All,'13-'14
0.43194907547741745,1,All,'13-'14
0.4318480347580075,1,All,'13-'14
0.4317469940385975,1,All,'13-'14
0.43164595331918765,1,All,'13-'14
0.4315449125997777,1,All,'13-'14
0.4314438718803678,1,All,'13-'14
0.43134283116095784,1,All,'13-'14
0.431241790441548,1,All,'13-'14
0.431140749722138,1,All,'13-'14
0.43103970900272814,1,All,'13-'14
0.43093866828331817,1,All,'13-'14
0.4308376275639083,1,All,'13-'14
0.43073658684449834,1,All,'13-'14
0.43063554612508836,1,All,'13-'14
0.4305345054056785,1,All,'13-'14
0.43043346468626853,1,All,'13-'14
0.43033242396685867,1,All,'13-'14
0.4302313832474487,1,All,'13-'14
0.43013034252803883,1,All,'13-'14
0.43002930180862886,1,All,'13-'14
0.429928261089219,1,All,'13-'14
0.429827220369809,1,All,'13-'14
0.42972617965039916,1,All,'13-'14
0.4296251389309892,1,All,'13-'14
0.4295240982115792,1,All,'13-'14
0.42942305749216936,1,All,'13-'14
0.4293220167727594,1,All,'13-'14
0.4292209760533495,1,All,'13-'14
0.42911993533393955,1,All,'13-'14
0.4290188946145297,1,All,'13-'14
0.4289178538951197,1,All,'13-'14
0.42881681317570985,1,All,'13-'14
0.4287157724562999,1,All,'13-'14
0.42861473173689,1,All,'13-'14
0.42851369101748005,1,All,'13-'14
0.4284126502980701,1,All,'13-'14
0.4283116095786602,1,All,'13-'14
0.42821056885925024,1,All,'13-'14
0.4281095281398404,1,All,'13-'14
0.4280084874204304,1,All,'13-'14
0.42790744670102054,1,All,'13-'14
0.42780640598161057,1,All,'13-'14
0.4277053652622007,1,All,'13-'14
0.42760432454279074,1,All,'13-'14
0.4275032838233809,1,All,'13-'14
0.4274022431039709,1,All,'13-'14
0.42730120238456093,1,All,'13-'14
0.42720016166515107,1,All,'13-'14
0.4270991209457411,1,All,'13-'14
0.42699808022633123,1,All,'13-'14
0.42689703950692126,1,All,'13-'14
0.4267959987875114,1,All,'13-'14
0.4266949580681014,1,All,'13-'14
0.42659391734869156,1,All,'13-'14
0.4264928766292816,1,All,'13-'14
0.42639183590987173,1,All,'13-'14
0.42629079519046176,1,All,'13-'14
0.4261897544710518,1,All,'13-'14
0.4260887137516419,1,All,'13-'14
0.42598767303223195,1,All,'13-'14
0.4258866323128221,1,All,'13-'14
0.4257855915934121,1,All,'13-'14
0.42568455087400225,1,All,'13-'14
